rijksmonumentnummer,hoofdcategorie,adres,woonplaatsnaam,ai_heeft_uitsluiting,ai_heeft_relatieve_waardering,ai_heeft_constatering,ai_heeft_bescherming_vanwege,ai_fragment_uitsluiting,ai_fragment_relatieve_waardering,ai_fragment_constatering,ai_fragment_bescherming_vanwege,omschrijving
511152,Woningen en woningbouwcomplexen,Midden Duin en Daalseweg 33,Bloemendaal,True,True,True,True,"N.B. Het bijbehorende koetshuis aan de oostzijde is bewaard gebleven, maar wordt niet afzonderlijk beschermd omdat de detaillering in de loop der jaren diverse malen is gewijzigd. | De vanaf 1963 toegevoegde onderdelen vallen buiten de bescherming.","De villa kan beschouwd worden als het oudste bewaard gebleven pand in Duin en Daal. | De villa is de oudste bewaard geblevene en heeft ensemblewaarde als beeldbepalend onderdeel in één van de oudste villaparken van Noord-Holland, Duin en Daal.","In 1958 is de villa gesplitst in twee woningen door architect J.A. van Asdonk, evenwel op zo een zorgvuldige wijze dat de monumentale waarde van het pand niet is geschaad. | De villa bestaat uit twee bouwlagen onder een samenstelsel van in elkaar geschoven schild- en zadeldaken, bedekt met zwarte kruispannen.","Villa Dennenhoek uit 1899 is van algemeen belang wegens architectuur- en cultuurhistorische waarde en typologische waarde als representatief voorbeeld van een villa in Engelse landhuisstijl met elementen van de chaletstijl; vanwege de gaaf bewaard gebleven hoofdvorm, detaillering en het toegepaste materiaal; en als element uit het oeuvre van architect Karel Muller.","Inleiding VILLA ""Dennenhoek"", in l899 in een combinatie van chaletstijl en Engelse landhuisstijl gebouwd in opdracht van J.H.A.A. Kalff naar ontwerp van architect Karel Muller in het villapark Duin en Daal. De villa kan beschouwd worden als het oudste bewaard gebleven pand in Duin en Daal. (De eerste villa in dit park, in 1896 ontworpen door J.W. Hanrath, is in 1969 gesloopt.)Het pand is beeldbepalend gesitueerd op een geaccidenteerd terrein op de hoek van de Parkweg en de Midden Duin en Daalseweg, omgeven door een grote tuin. N.B. Het bijbehorende koetshuis aan de oostzijde is bewaard gebleven, maar wordt niet afzonderlijk beschermd omdat de detaillering in de loop der jaren diverse malen is gewijzigd. In 1958 is de villa gesplitst in twee woningen door architect J.A. van Asdonk, evenwel op zo een zorgvuldige wijze dat de monumentale waarde van het pand niet is geschaad. De vanaf 1963 toegevoegde onderdelen vallen buiten de bescherming. Omschrijving Villa Dennenhoek is opgetrokken uit ongepleisterde paarsrode baksteen in staand verband met speklagen en cordonlijsten in natuursteen, onder meer ter afsluiting van de licht naar vorenspringende plint. Het pand is gebouwd op onregelmatige plattegrond, waarin naar Engels voorbeeld alle vertrekken - elk met een andere functie - zijn gegroepeerd rondom een grote, centraal gelegen hal. De vertrekken zijn daarbij afhankelijk van de functie wel of niet op de zon georiënteerd. De villa bestaat uit twee bouwlagen onder een samenstelsel van in elkaar geschoven schild- en zadeldaken, bedekt met zwarte kruispannen. De verschillende, in elkaar geschoven bouwvolumen zijn voorzien van diverse deur- en vensteropeningen, geplaatst in een onregelmatig patroon. Voor het merendeel betreft het kruisvormige kozijnen en dubbele, openslaande deuren met vier-, zes- en negenruitsbovenlicht, waarvan een aantal tevens is voorzien van luiken. Alle gevels worden gekenmerkt door een gedeelte ter rechterzijde afgedekt door een zadeldak - aan de noordzijde met wolfseind - voorzien van windveren, vakwerk in de geveltop en aan de oostzijde tevens van een makelaar. De west- en zuidgevel hebben links van dit gedeelte een veranda op de begane grond (in de westgevel later dichtgezet) en daarboven op de verdieping een balkon, overdekt door de kap die geknikt ver naar beneden is doorgetrokken en rust op houten schoren. Veranda en balkon aan de zuidzijde hebben daarbij een meer open karakter gekregen. Op beide openen twee openslaande, dubbele deuren. Rechts hiervan, in het gedeelte onder zadeldak, bevinden zich zowel op de begane grond, als op de verdieping een kruiskozijn - waarvan de bovenste nog de oorspronkelijke luiken bezit - en twee kleine ramen te midden van het vakwerk in de geveltop. Dit bouwvolume heeft in de oostgevel twee schuiframen boven elkaar, waarvan het onderste in l960 door een deur vervangen is, toen bij dat gedeelte van het huis een terras werd aangelegd. Rechts van bovengenoemd bouwvolume springt de zuidgevel terug en heeft op de begane grond een segmentvormig afgesloten raam en op de verdieping een houten balkon, rustend op houten schoren en overdekt door de doorgetrokken kap. Onder de daklijst is verticaal beschot aangebracht, door middel van twee schoren verbonden met de balustrade van het balkon. Op dit balkon openen twee deuren. De oostzijde bevat drie verspringende bouwvolumen, respectievelijk van de oorspronkelijke salon, hal en dienstvleugel. Het middendeel bevat tevens de oorspronkelijke hoofdingang (sinds de splitsing in 1958 de ingang van Parkweg 1). Deze ingang bestaat uit een vierkant uitgebouwd portaal met een moderne deur aan de oostzijde en een modern raam in de zuidgevel. Voor de voordeur bevindt zich een stoep met originele tegels en rechts van de deur is een bank aangebracht. Het portaal wordt afgedekt door een tentdak, bedekt met zwarte kruispannen, dat aan de oostzijde als luifel boven de ingang is doorgetrokken, rustend op twee houten kolommen op neuten. De zuidgevel van het portaal is voorzien van houten beschot dat aan de bovenzijde wordt afgesloten door een windveer; de luifel aan de oostzijde eindigt in een goot waaronder het beschot van de zuidzijde als een smalle houten lijst is voortgezet. Links van en recht boven het ingangportaal bevindt zich een kruisvormig venster. Onder het linker venster is een gevelsteen aangebracht met daarop de tekst: ""eerste steen gelegd door Romelia Kalff 30 mei 1899"". Het rechter naar voren springende deel heeft op de begane grond twee gelijkvormige vensters en op de verdieping één; en te midden van het vakwerk in de geveltop twee zesruitsramen. Tevens heeft dit bouwvolume aan de zuidzijde nog een venster op de verdieping. Tegen de noordgevel bevindt zich links een naar voren springend gedeelte van één bouwlaag onder zadeldak, waarin oorspronkelijk de bijkeuken was ondergebracht. De noordgevel van zowel de uitbouw als van het middengedeelte van het hoofdhuis is voorzien van diverse onregelmatig geplaatste vensters, onder meer een grote raampartij met glas-in-lood ter verlichting van het daarachter gelegen trappenhuis. Het rechter licht naar voren springende deel van de noordgevel heeft twee ramen op de begane grond en rechts daarvan een deur, aangebracht tijdens de woningsplitsing in l958 ter vervanging van een veranda-raam; vervolgens één raam op de verdieping en twee in de geveltop. Het wolfseinde recht hierboven wordt bekroond door een piron. De westgevel aan de zijde van de Midden Duin en Daalseweg had oorspronkelijk linksonder een veranda met twee boogopeningen, in het midden samenkomend op een natuurstenen kolom. Tijdens de woningsplitsing zijn de boogopeningen dichtgemaakt en is de ruimte tot keuken ingericht. Boven de veranda bevindt zich een houten balkon, waarop zowel aan de west- als aan de noordzijde een deur opent. Het dakschild is boven dit balkon geknikt doorgetrokken. Onder de daklijst bevindt zich verticaal houten latwerk dat door middel van drie houten schoren met de balustrade van het balkon verbonden is. Het rechter deel van de westgevel heeft op de begane grond een deur met luifel, die de hoofdingang vormt van Midden Duin en Daalseweg 33. Deze deur is bij de woningsplitsing aangebracht ter vervanging van het venster van het boudoir. Rechts van de deur bevinden zich een erker en een segmentvormig afgesloten raam; op de verdieping twee vensters met luiken en twee negenruitsramen in de geveltop. In de dakvlakken aan de zuid-, west- en oostzijde is een dakkapel aangebracht onder zadeldak met windveren en makelaar. De dakvlakken worden op verschillende plaatsen door hoog opgaande schoorstenen doorsneden. Op de oostelijke hoek van het schilddak, recht boven de hal, bevindt zich een klokkentoren. Waardering Villa Dennenhoek uit 1899 is van algemeen belang wegens architectuur- en cultuurhistorische waarde en typologische waarde als representatief voorbeeld van een villa in Engelse landhuisstijl met elementen van de chaletstijl; vanwege de gaaf bewaard gebleven hoofdvorm, detaillering en het toegepaste materiaal; en als element uit het oeuvre van architect Karel Muller. De villa is de oudste bewaard geblevene en heeft ensemblewaarde als beeldbepalend onderdeel in één van de oudste villaparken van Noord-Holland, Duin en Daal, een villapark waarvan tevens structuur en aanleg grotendeels gaaf bewaard gebleven zijn."
21218,Woningen en woningbouwcomplexen,Ganzeweide 33,Heerlen,False,True,True,True,,het meest gave voorbeeld van de woningbouw voor (hogere) mijnbeambten,In schoon metselwerk - met gepleisterde banden en blokken - opgetrokken blok van twee (thans vier) WONINGEN met verdieping | de woningen zijn mogelijk naar ontwerp van arch.Lugten in 1920 gebouwd door de Oranje Nassau Mijnen ten behoeve van twee hoofdopzichters van de mijn Oranje Nassau III,"door de aanleg, waarin de hierarchische opbouw van het mijnwezen tot uiting komt | door de eenheid in architectuur, kleur- en materiaalgebruik","In schoon metselwerk - met gepleisterde banden en blokken - opgetrokken blok van twee (thans vier) WONINGEN met verdieping; de aan de voorzijde risalerende middenpartij onder hoog, met rode muldenpannen gedekt schilddak (nok 1 straat), dat zich aan de voorzijde splitst in twee insteekkappen met wolfeind; de zijvleugels onder iets lagere, met rode muldenpannen gedekte zadeldaken (nok/straat) met wolfeind; tegen de achterzijde van de zijvleugels een vlakgedekte aanbouw (bijkeuken) zonder verdieping; getoogde (T-)vensters met 4-, 8-, 10- en 12-ruits roedenverdeling in de bovenlichten en grote roedenverdeling in de onderramen; deuren met getoogd 8-ruits bovenlicht. De woningen zijn mogelijk naar ontwerp van arch.Lugten in 1920 gebouwd door de Oranje Nassau Mijnen ten behoeve van twee hoofdopzichters van de mijn Oranje Nassau III en vormen door de aanleg, waarin de hierarchische opbouw van het mijnwezen tot uiting komt. en door de eenheid in architectuur, kleur- en materiaalgebruik tesamen met Ganzeweide 27 en 35 t/m 49 het meest gave voorbeeld van de woningbouw voor (hogere) mijnbeambten."
532063,Woningen en woningbouwcomplexen,Vossepad 33,Rotterdam,False,False,False,False,,,,,Woonblok en voortuinen met tuinheg.
522742,Woningen en woningbouwcomplexen,Nachtegaalstraat 33,Hilversum,False,True,True,True,,Het rijtje woningen is van algemeen belang wegens cultuur- en architectuurhistorische waarde,"Rijtje van acht WONINGEN, behorende tot het complex ""Veenshof"" | gebouwd in de periode 1935-1936 naar het ontwerp van N. Andriessen in de stijl van de Delftse School | opgetrokken op rechthoekige plattegrond in gele baksteen ter hoogte van een bouwlaag en een kapverdieping onder hoog opgaand zadeldak | In de voorgevel (O) bevatten de woningen rechthoekige houten erkers | De achtergevels (W) van de woningen bevatten een driedelig houten venster","Het rijtje woningen is van algemeen belang wegens cultuur- en architectuurhistorische waarde als gaaf bewaard gebleven onderdeel van het complex ""Veenshof""","Inleiding Rijtje van acht WONINGEN, behorende tot het complex ""Veenshof"" als een van de drie rijtjes van in totaal 21 arbeiderswoningen, gebouwd in de periode 1935-1936 naar het ontwerp van N. Andriessen in de stijl van de Delftse School, gesitueerd aan de de Nachtegaalstraat. Omschrijving Rijtje van acht woningen, opgetrokken op rechthoekige plattegrond in gele baksteen ter hoogte van een bouwlaag en een kapverdieping onder hoog opgaand zadeldak met de noklijn evenwijdig aan de weg, bedekt met gesmoorde verbeterde Hollandse pannen en schoorstenen op de noklijn. In de voorgevel (O) bevatten de woningen rechthoekige houten erkers, opgebouwd uit een middenraam en zijramen met horizontale roedenverdeling, op een bakstenen plint en waarboven in het dakvlak een dakkapel is geplaatst. De rechter woning aan de noordzijde bevat de toegangsdeur in een portiek in een smaller en lager opgetrokken volume. De achtergevels (W) van de woningen bevatten een driedelig houten venster, in oorsprong alle met roedenverdeling, een deur met zijlichten naar de achtertuin en een dakkapel, oorspronkelijk met roedenverdeling in de ramen. Waardering Het rijtje woningen is van algemeen belang wegens cultuur- en architectuurhistorische waarde als gaaf bewaard gebleven onderdeel van het complex ""Veenshof"", gebouwd in de eerste helft van de twintigste eeuw in de stijl van de Delftse school naar het ontwerp van N. Andriessen."
527841,Woningen en woningbouwcomplexen,Milletstraat 33,Amsterdam,True,True,True,True,"Het deel op de hoek van de Watteaustraat en de Coubetstraat (Watteaustraat 13 t/m 17a en Courbetstraat 42 t/m 48) maakt eveneens deel uit van het bouwblok, maar is later door Greiner opgericht (in 1951). | N.B. Het pand Courbetstraat 32-40 verrees in 1940.","Het gebouw is van belang voor de ontwikkeling van de etagebouw met toepassing van trapportieken, alsmede vanwege de latere fase van het oeuvre van Dick Greiner met menging van expressionistische en functionalistische elementen.","In 1938-1939 opgetrokken blok met 256 luxe ETAGEWONINGEN naar ontwerp van Dick Greiner in een mengeling van Late Amsterdamse School en het Nieuwe Bouwen in opdracht van de N.V. Bouw- en Exploitatiemij. 'Socrates'. | Het gebouw, genaamd 'Zonnehof', betreft het gehele bouwblok omringd door de Watteaustraat, Courbetstraat, Michelangelostraat en de Milletstraat.","Waardering Uit 1939-1940 daterend woonblok 'Zonnehof'(met inpandig postkantoor) van algemeen belang vanwege de architectuurhistorische en typologische waarde. | Eveneens van belang vanwege de zorgvuldige behandeling van de gevels waaronder het opvallende metselverband, de granito stoepen en de betonnen luifels en dorpels.","Inleiding In 1938-1939 opgetrokken blok met 256 luxe ETAGEWONINGEN naar ontwerp van Dick Greiner in een mengeling van Late Amsterdamse School en het Nieuwe Bouwen in opdracht van de N.V. Bouw- en Exploitatiemij. 'Socrates'. Het gebouw, genaamd 'Zonnehof', betreft het gehele bouwblok omringd door de Watteaustraat, Courbetstraat, Michelangelostraat en de Milletstraat. Het deel op de hoek van de Watteaustraat en de Coubetstraat (Watteaustraat 13 t/m 17a en Courbetstraat 42 t/m 48) maakt eveneens deel uit van het bouwblok, maar is later door Greiner opgericht (in 1951). N.B. Het pand Courbetstraat 32-40 verrees in 1940. Hier werd op de begane grond een P.T.T.-kantoor gevestigd met op de verdiepingen etagewoningen. Omschrijving Op een onregelmatige plattegrond tot stand gekomen flatgebouw bestaande uit vijf bouwlagen onder platte daken. Het flatgebouw rust op een donkerbruin basement, gemetseld in klezoorverband. De gevel zelf is opgetrokken in een smalle geelkleurige baksteen en diep gevoegd in een afwijkend metselverband. De vleugel aan de Milletstraat, nabij de Watteaustraat, vertoont een lichte kromming (om de aansluiting met de hoekbebouwing aan de Watteaustraat goed te laten verlopen). De vlak behandelde gevels worden regelmatig onderbroken door over alle bouwlagen omhoog rijzende erkerpartijen. De bredere erkerpartijen zijn aan weerszijden voorzien van eveneens brede omlopende vensters met brede ramen. In het midden bevinden zich de smalle, hoge inwendige portieken - aan de bovenzijde voorzien van drie boven elkaar geplaatste betonnen dorpels - met natuurstenen trappen welke leiden naar de toegangsdeuren van de bovenwoningen. Deze deuren zijn onderverdeeld in ruitjes. De iets smallere erkerpartijen hebben brede rondlopende raampartijen met onderverdeelde zijraampjes. In de teruggelegen geveldelen bevinden zich de diepliggende ingangspartijen met dubbele deur van de woningen op de begane grond waarvan de stoepen zijn voorzien van granito. De vijfde bouwlaag heeft een geheel rondlopende vensterstrook tussen betonnen dorpels waarbij de vensters worden gescheiden door smalle penanten. Boven deze vensterstrook een gemetseld fries, oplopend tot aan de betonnen dakrand. Alle vensters zijn voorzien van betonnen onder- en bovendorpels; de erkervensters bovendien ook nog van betonnen hoekstijlen. Alle onderdorpels zijn weer voorzien van een waterhol. De drie geknikte hoekpartijen zijn alle afwijkend uitgevoerd. De hoekpartij aan de Watteaustraat zwenkt in en heeft vier toegangsdeuren achter een gemetselde borstwering. Boven de betonnen luifel zes cirkelvormige vensters met afwijkende roedenverdeling. De onderzijde van de cirkels zijn voorzien van uitkragende betonnen dorpels. De afgeschuinde hoekpartij aan de Courbetstraat heeft een dubbele ingang onder een gebogen betonnen luifel. De zes cirkelvormige vensters ook hier voorzien van betonnen dorpels. Afwijkende roedenverdeling. De hoekpartij aan de Milletstraat heeft een dubbele ingang onder een betonnen gebogen luifel. In het veld onder de luifel de letters 'ZONNEHOF'. Aan weerszijden van deze ingang twee zijlichten. In beide hoeken een ingang onder een rechte luifel welke aan de voorzijde gedragen wordt door een kolom. Het deel aan de Courbetstraat dat is ingericht als postkantoor (alleen de begane grond) is gebouwd op een onregelmatige plattegrond en is dieper dan de overige bouwblokken. De ingangspartijen zijn hier voorzien van dubbele stalen deuren. De vensters zijn voorzien van in stalen roeden gevatte ruitjes. De achtergevels zijn eveneens voorzien van erkerpartijen en van regelmatig geplaatste raampartijen. Waardering Uit 1939-1940 daterend woonblok 'Zonnehof'(met inpandig postkantoor) van algemeen belang vanwege de architectuurhistorische en typologische waarde. Het gebouw is van belang voor de ontwikkeling van de etagebouw met toepassing van trapportieken, alsmede vanwege de latere fase van het oeuvre van Dick Greiner met menging van expressionistische en functionalistische elementen. Eveneens van belang vanwege de zorgvuldige behandeling van de gevels waaronder het opvallende metselverband, de granito stoepen en de betonnen luifels en dorpels."
8129,Woningen en woningbouwcomplexen,Amstelzijde 33,Amstelveen,False,False,True,False,,,"Pand met afgeknotte houten lijstgevel, 19e eeuw.",,"Pand met afgeknotte houten lijstgevel, 19e eeuw."
3961,Woningen en woningbouwcomplexen,Oostzaanstraat 33,Amsterdam,False,True,True,False,,"Een der irrationeelste hoogtepunten van de tweede fase der ""Amsterdamse School"" | prachtig metselwerk van helrode baksteen","Huizenblok (1917, door M.de Klerk) | torentje op de lage toegangsvleugel, tonvormige hoekerkers | In de punt van het ruwweg driehoekig gevormde binnenterrein een vergadergebouwtje, opgeleverd in 1920 | met het huizenblok verbonden door midel van twee lage muurtjes die in de punt hoger op het bouwblok aansluiten | Organisch gevormde voorgevel met entree | Achtergevel gericht op het binnenterrein, met rechtoekige middenpartij en hoog opgaand venster",,"Huizenblok (1917, door M.de Klerk) Een der irrationeelste hoogtepunten van de tweede fase der ""Amsterdamse School"" met torentje op de lage toegangsvleugel, tonvormige hoekerkers en prachtig metselwerk van helrode baksteen.In de punt van het ruwweg driehoekig gevormde binnenterrein een vergadergebouwtje, opgeleverd in 1920, met het huizenblok verbonden door midel van twee lage muurtjes die in de punt hoger op het bouwblok aansluiten. Organisch gevormde voorgevel met entree. Achtergevel gericht op het binnenterrein, met rechtoekige middenpartij en hoog opgaand venster."
23782,Woningen en woningbouwcomplexen,Voorstraat 33,Colijnsplaat,False,False,True,False,,,Pand met gepleisterde en geverfde tuitgevel en schuifvensters aan de begane grond.,,Pand met gepleisterde en geverfde tuitgevel en schuifvensters aan de begane grond. XIX.
41676,Woningen en woningbouwcomplexen,Kamperstraat 33,Zwolle,False,False,True,False,,,Pand met gepleisterde lijstgevel met consoles. | Lichtopeningen in de lijst.,,Pand met gepleisterde lijstgevel met consoles. Lichtopeningen in de lijst. XVIII B.
514593,Woningen en woningbouwcomplexen,'t Hof 33,Uddel,False,True,True,True,,"- Van architectuurhistorische waarde als goed en - vooral wat betreft het exterieur - gaaf bewaard gebleven voorbeeld van een jachtopzienerswoning. | Het pand valt op door hoogwaardige esthetische kwaliteiten, zoals het materiaalgebruik en de ornamentiek.",De woning is rond 1905 gebouwd. | Een soortgelijke windvaan komt op elke jachtopzienerswoning voor. | Een dergelijke versiering komt bij alle jachtopzienerswoningen voor en aan het aantal zijtakken van het gewei is de positie van de bewoner af te lezen.,- Van landschappelijke waarde door de situering aan de rand van het Kroondomein in de bocht van een weg. | - Van cultuurhistorische waarde vanwege de bestemming en daarmee samenhangende verschijningsvorm. | Tevens van belang vanwege een landelijk historisch gegeven als onderdeel van het Kroondomein.,"Inleiding JACHTOPZIENERSWONING met SCHUREN, gelegen aan de noordzijde van 't Hof te Uddel, in het uiterste westen van het Kroondomein. De woning is rond 1905 gebouwd. Omschrijving Het in kruisverband gemetselde, bakstenen pand is opgetrokken op rechthoekig grondplan en telt anderhalve bouwlaag onder een met gesmoorde kruis- of bouletpan gedekt, ruim overstekend gebroken dak. Het dak heeft een rookkanaal en een windveer met hert. Een soortgelijke windvaan komt op elke jachtopzienerswoning voor. Haaks op de rechter zijgevel staat een éénlaags schuur onder een met gesmoorde tuiles du Nord gedekt, ruim overstekend zadeldak. Het woonhuis heeft een gepleisterde bovenbouw, waarin een speklaag van schoon metselwerk ter plaatse van de ontlastingsbogen boven de vensters. Daarboven is de gevel voorzien van siervakwerk met deels gesneden onderdelen. De gevel heeft een gepleisterde plint, uitgevoerd in rustica met een gepleisterde afdeklijst. Ter plaatse van de zijgevels heeft de plint onder de vensters vakken met siermetselwerk en -pleister. De VOORGEVEL heeft in het midden een overdekt bordes dat toegang geeft tot de hoofdentree, bestaande uit een paneeldeur met 4-ruits bovenlicht. Het bordes heeft een schilddak, gedekt met gesmoorde kruispannen, rustend op een gesneden houten stijlen. Eén zijde van het bordes is gedicht met kraaldelen. Links van het bordes een 2-ruits stolpraam met 8-ruits bovenlicht. De verdieping heeft twee 2-ruits stolpramen met 8-ruits bovenlicht, waarboven zich een gepleisterd veld in rustica bevindt. Tussen de twee vensters hangt een hertegewei met daaronder een klein blind schild, geverfd in een rode kleur. Een dergelijke versiering komt bij alle jachtopzienerswoningen voor en aan het aantal zijtakken van het gewei is de positie van de bewoner af te lezen. De gevel wordt afgesloten met een gesneden windveer. De symmetrisch ingedeeld LINKER ZIJGEVEL heeft in het midden een drielicht met enkelruits onderramen en in het midden een 4-ruits bovenlicht. Links en rechts bevindt zich ter plaatse van het bovenlicht een gepleisterd veld met siermetselwerk. Geheel links en rechts een enkelruits venster (was 2-ruits stolp?) met 8-ruits bovenlicht. Boven het drielicht heeft het dakvlak een dakkapel met vierlicht met 2-ruits bovenlichten. De bakgoot rust op gesneden korbeelstellen. De symmetrisch ingedeelde ACHTERGEVEL bevat zowel op de begane grond als de verdieping twee vensters met enkelruits onderramen (was 2-ruits stolp?) en 8-ruits bovenlicht. Het linker venster op de begane grond heeft een 4-ruits bovenlicht. De vensters op de begane grond hebben luiken. De gevel wordt afgesloten met een gesneden windveer. De RECHTER ZIJGEVEL heeft links een 2-ruits stolpraam met 8-ruits bovenlicht en rechts een deur. Daartussen een klein venster. Boven de deur heeft de verdieping een 6-ruits venster. De bakgoot rust op gesneden korbeelstellen. De schuur heeft eveneens een gepleisterde bovenbouw, waarin speklagen van schoon metselwerk. De onderzijde van het pleisterwerk is om de gevelopeningen heen gezet. De gevel heeft een gepleisterde plint, uitgevoerd in rustica met een gepleisterde afdeklijst. De VOORGEVEL van de schuur heeft links twee kleine vensters en rechts een getoogd meerruits gietijzeren venster. De ACHTERGEVEL heeft links een getoogd meerruits gietijzeren venster en rechts een deur met 2-ruits bovenlicht. De RECHTER ZIJGEVEL heeft links een dubbele deur en rechts een meerruits getoogd geitijzeren venster. De geveltop heeft een dubbel luik, met daarboven een betimmering. Rechts achter het huis staat een bakstenen schuur op rechthoekig grondplan onder een met gesmoorde Hollandse pannen gedekt zadeldak. De topgevels zijn uitgevoerd in hout. Rechts vóór het huis staan twee houten schuren op rechthoekig grondplan, een met een met gesmoorde Hollandse pannen gedekt zadeldak, de ander met een met riet gedekt zadeldak. Waardering Jachtopzienerswoning met schuren uit ca. 1905. - Van architectuurhistorische waarde als goed en - vooral wat betreft het exterieur - gaaf bewaard gebleven voorbeeld van een jachtopzienerswoning. Het pand valt op door hoogwaardige esthetische kwaliteiten, zoals het materiaalgebruik en de ornamentiek. Karakteristiek zijn onder meer het siermetselwerk, het sierpleisterwerk en de gesneden onderdelen. - Van landschappelijke waarde door de situering aan de rand van het Kroondomein in de bocht van een weg. - Van cultuurhistorische waarde vanwege de bestemming en daarmee samenhangende verschijningsvorm. Tevens van belang vanwege een landelijk historisch gegeven als onderdeel van het Kroondomein."
